4640,12.3,12.8,12.1,13.0
4660,12.6,13.2,11.8,12.7
4680,12.4,13.1,12.0,12.9
4700,12.5,13.0,11.9,12.8
4720,12.8,13.4,11.6,12.5
4740,12.2,12.9,12.2,13.1
4760,12.6,13.2,11.8,12.7
4780,12.4,13.1,12.0,12.9
4800,12.5,13.0,11.9,12.8
4820,12.7,13.3,11.7,12.6
4840,12.3,12.8,12.1,13.0
4860,12.6,13.2,11.8,12.7
4880,12.4,13.1,12.0,12.9
4900,12.5,13.0,11.9,12.8
4920,12.8,13.4,11.6,12.5
4940,12.2,12.9,12.2,13.1
4960,12.6,13.2,11.8,12.7
4980,12.4,13.1,12.0,12.9
5000,12.5,13.0,11.9,12.8
5020,12.7,13.3,11.7,12.6
5040,12.3,12.8,12.1,13.0
5060,12.6,13.2,11.8,12.7
5080,12.4,13.1,12.0,12.9
5100,12.5,13.0,11.9,12.8
5120,12.8,13.4,11.6,12.5
5140,12.2,12.9,12.2,13.1
5160,12.6,13.2,11.8,12.7
5180,12.4,13.1,12.0,12.9
5200,12.5,13.0,11.9,12.8
5220,12.7,13.3,11.7,12.6
5240,12.3,12.8,12.1,13.0
5260,12.6,13.2,11.8,12.7
5280,12.4,13.1,12.0,12.9
5300,12.5,13.0,11.9,12.8
5320,12.8,13.4,11.6,12.5
5340,12.2,12.9,12.2,13.1
5360,12.6,13.2,11.8,12.7
5380,12.4,13.1,12.0,12.9
5400,12.5,13.0,11.9,12.8
5420,12.7,13.3,11.7,12.6
5440,12.3,12.8,12.1,13.0
5460,12.6,13.2,11.8,12.7
5480,12.4,13.1,12.0,12.9
5500,12.5,13.0,11.9,12.8
5520,12.8,13.4,11.6,12.5
5540,12.2,12.9,12.2,13.1
5560,12.6,13.2,11.8,12.7
5580,12.4,13.1,12.0,12.9
5600,12.5,13.0,11.9,12.8
5620,12.7,13.3,11.7,12.6
5640,12.3,12.8,12.1,13.0
5660,12.6,13.2,11.8,12.7
5680,12.4,13.1,12.0,12.9
5700,12.5,13.0,11.9,12.8
5720,12.8,13.4,11.6,12.5
5740,12.2,12.9,12.2,13.1
5760,12.6,13.2,11.8,12.7
5780,12.4,13.1,12.0,12.9
5800,12.5,13.0,11.9,12.8
5820,12.7,13.3,11.7,12.6
5840,12.3,12.8,12.1,13.0
5860,12.6,13.2,11.8,12.7
5880,12.4,13.1,12.0,12.9
5900,12.5,13.0,11.9,12.8
5920,12.8,13.4,11.6,12.5
5940,12.2,12.9,12.2,13.1
5960,12.6,13.2,11.8,12.7
5980,12.4,13.1,12.0,12.9
6000,12.5,13.0,11.9,12.8
