3600,11.5,14.2,10.8,13.8
3620,13.6,12.1,12.9,11.7
3640,11.4,14.3,10.7,13.9
3660,13.7,12.0,13.0,11.6
3680,11.3,14.4,10.6,14.0
3700,13.8,11.9,13.1,11.5
3720,11.2,14.5,10.5,14.1
3740,13.9,11.8,13.2,11.4
3760,11.1,14.6,10.4,14.2
3780,14.0,11.7,13.3,11.3
3800,11.0,14.7,10.3,14.3
3820,14.1,11.6,13.4,11.2
3840,10.9,14.8,10.2,14.4
3860,14.2,11.5,13.5,11.1
3880,10.8,14.9,10.1,14.5
3900,14.3,11.4,13.6,11.0
3920,10.7,15.0,10.0,14.6
3940,14.4,11.3,13.7,10.9
3960,10.6,15.1,9.9,14.7
3980,14.5,11.2,13.8,10.8
4000,10.5,15.2,9.8,14.8
4020,14.6,11.1,13.9,10.7
4040,10.4,15.3,9.7,14.9
4060,14.7,11.0,14.0,10.6
4080,10.3,15.4,9.6,15.0
4100,14.8,10.9,14.1,10.5
4120,10.2,15.5,9.5,15.1
4140,14.9,10.8,14.2,10.4
4160,10.1,15.6,9.4,15.2
4180,15.0,10.7,14.3,10.3
4200,10.0,15.7,9.3,15.3
4220,15.1,10.6,14.4,10.2
4240,9.9,15.8,9.2,15.4
4260,15.2,10.5,14.5,10.1
4280,9.8,15.9,9.1,15.5
4300,15.3,10.4,14.6,10.0
4320,9.7,16.0,9.0,15.6
4340,15.4,10.3,14.7,9.9
4360,9.6,16.1,8.9,15.7
4380,15.5,10.2,14.8,9.8
4400,9.5,16.2,8.8,15.8
4420,15.6,10.1,14.9,9.7
4440,9.4,16.3,8.7,15.9
4460,15.7,10.0,15.0,9.6
4480,9.3,16.4,8.6,16.0
4500,15.8,9.9,15.1,9.5
4520,9.2,16.5,8.5,16.1
4540,15.9,9.8,15.2,9.4
4560,9.1,16.6,8.4,16.2
4580,16.0,9.7,15.3,9.3
4600,9.0,16.7,8.3,16.3
4620,16.1,9.6,15.4,9.2
4640,8.9,16.8,8.2,16.4
4660,16.2,9.5,15.5,9.1
4680,8.8,16.9,8.1,16.5
4700,16.3,9.4,15.6,9.0
4720,8.7,17.0,8.0,16.6
4740,16.4,9.3,15.7,8.9
4760,8.6,17.1,7.9,16.7
4780,16.5,9.2,15.8,8.8
4800,8.5,17.2,7.8,16.8
4820,16.6,9.1,15.9,8.7
4840,8.4,17.3,7.7,16.9
4860,16.7,9.0,16.0,8.6
4880,8.3,17.4,7.6,17.0
4900,16.8,8.9,16.1,8.5
4920,8.2,17.5,7.5,17.1
4940,16.9,8.8,16.2,8.4
4960,8.1,17.6,7.4,17.2
4980,17.0,8.7,16.3,8.3
5000,8.0,17.7,7.3,17.3
5020,17.1,8.6,16.4,8.2
5040,7.9,17.8,7.2,17.4
5060,17.2,8.5,16.5,8.1
5080,7.8,17.9,7.1,17.5
5100,17.3,8.4,16.6,8.0
5120,7.7,18.0,7.0,17.6
5140,17.4,8.3,16.7,7.9
5160,7.6,18.1,6.9,17.7
5180,17.5,8.2,16.8,7.8
5200,7.5,18.2,6.8,17.8
5220,17.6,8.1,16.9,7.7
5240,7.4,18.3,6.7,17.9
5260,17.7,8.0,17.0,7.6
5280,7.3,18.4,6.6,18.0
5300,17.8,7.9,17.1,7.5
5320,7.2,18.5,6.5,18.1
5340,17.9,7.8,17.2,7.4
5360,7.1,18.6,6.4,18.2
5380,18.0,7.7,17.3,7.3
5400,7.0,18.7,6.3,18.3
5420,18.1,7.6,17.4,7.2
5440,6.9,18.8,6.2,18.4
5460,18.2,7.5,17.5,7.1
5480,6.8,18.9,6.1,18.5
5500,18.3,7.4,17.6,7.0
5520,6.7,19.0,6.0,18.6
5540,18.4,7.3,17.7,6.9
5560,6.6,19.1,5.9,18.7
5580,18.5,7.2,17.8,6.8
5600,6.5,19.2,5.8,18.8
5620,18.6,7.1,17.9,6.7
5640,6.4,19.3,5.7,18.9
5660,18.7,7.0,18.0,6.6
5680,6.3,19.4,5.6,19.0
5700,18.8,6.9,18.1,6.5
5720,6.2,19.5,5.5,19.1
5740,18.9,6.8,18.2,6.4
5760,6.1,19.6,5.4,19.2
5780,19.0,6.7,18.3,6.3
5800,6.0,19.7,5.3,19.3
5820,19.1,6.6,18.4,6.2
5840,5.9,19.8,5.2,19.4
5860,19.2,6.5,18.5,6.1
5880,5.8,19.9,5.1,19.5
5900,19.3,6.4,18.6,6.0
5920,5.7,20.0,5.0,19.6
5940,19.4,6.3,18.7,5.9
5960,5.6,20.1,4.9,19.7
5980,19.5,6.2,18.8,5.8
6000,5.5,20.2,4.8,19.8
